_id,lat,lng,price,bed,bath,sf,quad
27203658,32.853337,-96.811244,1085193,3,2.5,2615,2.0133E+22
27201722,32.825589,-96.815662,1085200,3,2.5,2471,2.0133E+22
26702241,32.823341,-96.736509,1085209,5,5,4644,2.0133E+22
27198926,32.854658,-96.775665,1085242,3,2,2094,2.0133E+22
26881878,32.917219,-96.822968,1085263,5,5.5,6690,2.0133E+22
29269543,32.914907,-97.143282,1085284,7,5.2,7350,2.0133E+22
27210473,32.844755,-96.795963,1085375,2,2,1968,2.0133E+22
26728362,32.759921,-96.85423,1085396,4,5.5,4946,2.0133E+22
26702143,32.820655,-96.740177,1085482,4,2.5,3771,2.0133E+22
26669814,33.041068,-96.798656,1085667,5,6,5230,2.0133E+22
26754906,32.877197,-96.788032,1085691,4,3,3570,2.0133E+22
26760447,32.862142,-96.81252,1085822,3,4.5,4938,2.0133E+22
53093847,33.037632,-96.816602,1085873,5,4.5,5754,2.0133E+22
27198720,32.846386,-96.777182,1085883,3,3,3673,2.0133E+22
27203574,32.855223,-96.809469,1085929,4,3,3191,2.0133E+22
26753185,32.893196,-96.785628,1085930,4,6,5581,2.0133E+22
29200364,32.958579,-97.157419,1086031,3,2,3976,2.0133E+22
27197967,32.84042,-96.812799,1086060,4,3,2959,2.0133E+22
29298218,32.931103,-97.136359,1086095,4,3,5436,2.0133E+22
26756925,32.901442,-96.818922,1086115,4,4.5,5106,2.0133E+22
26760806,32.85887,-96.819224,1086155,4,4.5,4590,2.0133E+22
29316145,32.885525,-97.129708,1086355,5,6,6265,2.0133E+22
27208494,32.85514,-96.798785,1086414,2,2,2296,2.0133E+22
26804195,32.895847,-96.818337,1086436,4,4.5,4476,2.0133E+22
27296123,33.06804,-97.160483,1086452,4,6,5500,2.0133E+22
26756232,32.891227,-96.791859,1086628,4,3,4370,2.0133E+22
27199708,32.849514,-96.791853,1086630,3,3,2680,2.0133E+22
53093683,33.048437,-96.812166,1086828,5,4.5,5129,2.0133E+22
26849275,32.916601,-96.79074,1086925,3,3.5,3251,2.0133E+22
27209551,32.851807,-96.783938,1086934,4,4,3383,2.0133E+22
26651044,33.036653,-96.810704,1087119,5,4.5,4655,2.0133E+22
26877164,32.975918,-96.816965,1087148,5,5.5,6234,2.0133E+22
26804145,32.897399,-96.817994,1087169,4,5.5,4703,2.0133E+22
26756007,32.890698,-96.788084,1087257,4,5,4020,2.0133E+22
29313762,32.879849,-97.141007,1087392,5,5,5856,2.0133E+22
27206218,32.837314,-96.807323,1087539,3,2,1942,2.0133E+22
26751811,32.857714,-96.773654,1087577,5,3,3494,2.0133E+22
26902785,32.813133,-96.722648,1087580,4,4.5,5074,2.0133E+22
26755700,32.887009,-96.796906,1087595,4,4.5,3750,2.0133E+22
26757065,32.89773,-96.826324,1087601,5,5,4200,2.0133E+22
29313846,32.931106,-97.13515,1087615,5,4,4847,2.0133E+22
26740252,32.816581,-96.716963,1087618,5,5,4760,2.0133E+22
27206411,32.839982,-96.810708,1087655,4,2,3652,2.0133E+22
26669838,33.040447,-96.796632,1087667,5,5.5,4792,2.0133E+22
29278821,32.890969,-97.136088,1087718,5,6,6333,2.0133E+22
26911072,32.921511,-96.788997,1087765,4,5.5,4239,2.0133E+22
29304489,32.957758,-97.163411,1087766,5,4.5,5896,2.0133E+22
26806579,32.890133,-96.850009,1087845,6,5,4820,2.0133E+22
26751828,32.858978,-96.776006,1087896,4,2.5,4244,2.0133E+22
26706640,32.826929,-96.746083,1087999,4,4,4579,2.0133E+22
27202443,32.834597,-96.811057,1088084,2,2,2121,2.0133E+22
26631381,33.032829,-96.806263,1088119,5,4,6059,2.0133E+22
27210043,32.851366,-96.801153,1088122,3,4.5,3487,2.0133E+22
29316151,32.885526,-97.132226,1088167,5,5,6251,2.0133E+22
26911098,32.922022,-96.788347,1088338,4,4.5,4463,2.0133E+22
26689169,32.808954,-96.762348,1088391,4,4,5540,2.0133E+22
27090539,32.871225,-96.953177,1088512,4,4.5,4256,2.0133E+22
26706676,32.825588,-96.745001,1088553,5,4.5,4545,2.0133E+22
27210147,32.853658,-96.803062,1088567,3,3,2810,2.0133E+22
26756922,32.901395,-96.820171,1088643,4,5,4112,2.0133E+22
26595971,33.034838,-96.807163,1088661,5,6,5734,2.0133E+22
